OverrideName_lang,OverrideSubtext_lang,OverrideDescription_lang,ID,SpellID,OverrideIcon,OverridesSpellID,VisibleSpellID
,,你已學會如何避免被纏網礦石礦點的黏網困住。,128557,0,0,0,0
被網住,,專精於卡茲阿爾加各處開採陷於紡錘蜘蛛網中的礦床。在此專精每投入1點，在這些礦床開採時便+$ev1點$en1。,128558,0,5764932,0,0
,,你現在從有武裝的採礦礦床開採時的速度會更快，使你採礦鎬出意外的機率大幅降低。,128559,0,0,0,0
,,開採簡易礦床時，+$ev1點$en1。,128560,0,0,0,0
,,開採簡易礦床時，+$ev1點$en1。,128561,0,0,0,0
,,開採簡易礦床時，+$ev1點$en1。,128562,0,0,0,0
,,開採簡易礦床時，$@spellname423394獲得額外30%的冷卻時間縮短。,128563,0,0,0,0
,,開採簡易礦床時，+$ev1點$en1。,128564,0,0,0,0
,,開採簡易礦床時，+$ev1點$en1。,128565,0,0,0,0
,,開採簡易礦床時，+$ev1點$en1。,128566,0,0,0,0
,,不小心挖到炸藥時所受的傷害不會那麼致命了。,128567,0,0,0,0
法外技藝,,專精於卡茲阿爾加各處奇異的簡易礦點。在此專精每投入1點，在這些礦床開採時便+$ev1點$en1。,128568,0,4203197,0,0
,,當你超載哀泣礦床並在殺死召喚出來的生物時，可以獲得額外的扭動樣本。,128569,0,0,0,0
,,開採哀泣礦床時，+$ev1點$en1。,128570,0,0,0,0
,,開採哀泣礦床時，+$ev1點$en1。,128571,0,0,0,0
,,開採哀泣礦床時，+$ev1點$en1。,128572,0,0,0,0
,,開採哀泣礦床時，$@spellname423394獲得額外30%的冷卻時間縮短。,128573,0,0,0,0
,,開採哀泣礦床時，+$ev1點$en1。,128574,0,0,0,0
,,開採哀泣礦床時，+$ev1點$en1。,128575,0,0,0,0
,,開採哀泣礦床時，+$ev1點$en1。,128576,0,0,0,0
,,在哀泣礦床採集時，受到恐怖毒藥的傷害會降低。,128577,0,0,0,0
哀泣,,專精於卡茲阿爾加各處奇異的哀泣礦點。在此專精每投入1點，在這些礦床開採時便+$ev1點$en1。,128578,0,5704419,0,0
,,超載一個結晶礦床時，會獲得額外晶化粉末。,128579,0,0,0,0
,,開採結晶礦床時，+$ev1點$en1。,128580,0,0,0,0
,,開採結晶礦床時，+$ev1點$en1。,128581,0,0,0,0
,,開採結晶礦床時，+$ev1點$en1。,128582,0,0,0,0
,,開採結晶礦床時，$@spellname423394獲得額外30%的冷卻時間縮短。,128583,0,0,0,0
,,開採結晶礦床時，+$ev1點$en1。,128584,0,0,0,0
,,開採結晶礦床時，+$ev1點$en1。,128585,0,0,0,0
,,開採結晶礦床時，+$ev1點$en1。,128586,0,0,0,0
,,現在超載結晶礦床後，會在你的位置召喚返回的傳送門。,128587,0,0,0,0
晶質化,,專精於卡茲阿爾加各處奇異的結晶礦點。在此專精每投入1點，在這些礦床開採時便+$ev1點$en1。,128588,0,5735004,0,0
,,獲得一次$@spellname423394的額外使用次數。,128589,449025,0,0,0
,,學習最後一項次要專精。,128590,0,0,0,0
,,採礦時，$@spellname423394的冷卻時間縮短效果提高5%。,128591,0,0,0,0
,,學習一項你所選擇的次要專精。,128592,0,0,0,0
,,採礦時，$@spellname423394的冷卻時間縮短效果提高5%。,128593,0,0,0,0
,,學習一項你所選擇的次要專精。,128594,0,0,0,0
,,採礦時，$@spellname423394的冷卻時間縮短效果提高5%。,128595,0,0,0,0
,,學習一項你所選擇的次要專精。,128596,0,0,0,0
,,採礦時，$@spellname423394的冷卻時間縮短效果提高5%。,128597,0,0,0,0
,,每當你在卡茲阿爾加採礦時，$@spellname423394的冷卻時間縮短。|n如果你還沒學會$@spellname423394，你會習得該法術。,128598,423394,0,0,0
秘技大師,,精通於開採卡茲阿爾加各處的不尋常礦床。在此專精每投入1點，在這些礦床開採時便+$ev1點$en1。,128599,0,4554440,0,0
被網住,,,128600,0,4643990,0,0
法外技藝,,,128601,0,4203197,0,0
哀泣,,,128602,0,5704419,0,0
晶質化,,,128603,0,5735004,0,0
秘技大師,,精通於開採卡茲阿爾加各處，那些受不祥力量染指的不尋常礦床。,128604,0,4554440,0,0
,,,128605,444845,0,0,0
,,學習最後一項次要專精。,128606,0,0,0,0
,,學習一項你所選擇的次要專精。,128607,0,0,0,0
,,,128608,444774,0,0,0
,,,128612,456498,0,0,0
,,,128613,455597,0,0,0
,,,128614,197721,0,0,0
,,,128615,392160,0,0,0
,,,128616,430720,0,0,0
,,,128617,430709,0,0,0
,,,128618,430719,0,0,0
,,,128619,445700,0,0,0
,,,128620,445702,0,0,0
,,,128621,445715,0,0,0
,,,128622,447960,0,0,0
,,,128623,447959,0,0,0
,,,128624,447982,0,0,0
,,,128625,447981,0,0,0
,,,128626,448286,0,0,0
,,,128627,448287,0,0,0
,,,128628,437460,0,0,0
,,,128629,0,0,0,438317
,,,128630,400129,0,0,0
,,,128631,449191,0,0,0
,,,128632,449185,0,0,0
,,,128633,449184,0,0,0
,,,128634,449182,0,0,0
,,學會$@spellname430624，讓你可以將最稀有的轉化原變成令人驚豔的寶石，讓厲害的珠寶設計師都羨慕不已。,128635,430624,0,0,0
,,在施展$@spellname430315或轉化時，你會有機會額外獲得微光轉化原。,128636,0,0,0,0
,,使$@spellname430315獲得+$ev1點$en1。,128637,0,0,0,0
,,學習如何將一般的轉化原轉化成微光轉化原。,128638,449571,0,0,0
,,在施展$@spellname430315或轉化時，你會有機會額外獲得微光轉化原。,128639,0,0,0,0
,,轉化現在會賦予你微光轉化原。,128640,0,0,0,0
微光轉化原,,進一步了解微光轉化原和其功用。這些知識能精進你對$@spellname430315的掌握，在此專精中每投入1點，會使你的$en1提高$ev1點。,128641,0,1500960,0,0
,,使用不祥材料施展$@spellname430315現在會產出少量的烈性轉化原。,128642,0,0,0,0
,,在施展$@spellname430315或轉化時，你會有機會額外獲得不祥轉化原。,128643,0,0,0,0
,,使$@spellname430315和不祥轉化獲得+$ev1點$en1。,128644,0,0,0,0
,,在施展$@spellname430315或轉化時，你會有機會額外獲得不祥轉化原。,128645,0,0,0,0
,,你現在可以透過對不祥轉化原施展奇術來發現不祥轉化。,128646,0,0,0,0
,,學會$@spellname449574，讓你可以使用烈性及易變轉化原來轉化不祥轉化原。,128647,449574,0,0,0
不祥材料,,在此專精中每投入1點，都會使你在$@spellname430315及不祥轉化的$en1提高$ev1點。,128648,0,1500905,0,0
,,使用烈性材料施展$@spellname430315現在會產出少量的易變轉化原。,128649,0,0,0,0
,,在施展$@spellname430315或轉化時，你會有機會額外獲得烈性轉化原。,128650,0,0,0,0
,,使$@spellname430315和烈性轉化獲得+$ev1點$en1。,128651,0,0,0,0
,,在施展$@spellname430315或轉化時，你會有機會額外獲得烈性轉化原。,128652,0,0,0,0
,,你現在可以透過對烈性轉化原施展奇術來發現烈性轉化。,128653,0,0,0,0
,,學會$@spellname449575，讓你可以使用易變及不祥轉化原來轉化烈性轉化原。,128654,449575,0,0,0
烈性材料,,在此專精中每投入1點，都會使你在$@spellname430315及烈性轉化的$en1提高$ev1點。,128655,0,1500942,0,0
,,使用易變材料施展$@spellname430315現在會產出少量的不祥轉化原。,128656,0,0,0,0
,,在施展$@spellname430315或轉化時，你會有機會額外獲得易變轉化原。,128657,0,0,0,0
,,使$@spellname430315和易變轉化獲得+$ev1點$en1。,128658,0,0,0,0
,,在施展$@spellname430315或轉化時，你會有機會額外獲得易變轉化原。,128659,0,0,0,0
,,你現在可以透過對易變轉化原施展奇術來發現易變轉化。,128660,0,0,0,0
,,學會$@spellname449573，讓你可以使用烈性及不祥轉化原來轉化易變轉化原。,128661,449573,0,0,0
易變材料,,在此專精中每投入1點，都會使你在$@spellname430315及易變轉化的$en1提高$ev1點。,128662,0,1500932,0,0
,,你每天第一次施展$@spellname430315會產出大量額外的轉化原。,128663,0,0,0,0
,,學習最後一項次要專精。,128664,0,0,0,0
,,學會$@spellname449938，讓你可以將微光轉化原隨機轉化成各種材料。,128665,449938,0,0,0
微光轉化原,,,128666,0,1500960,0,0
不祥材料,,,128667,0,1500905,0,0
烈性材料,,,128668,0,1500942,0,0
易變材料,,,128669,0,1500932,0,0
,,,128670,458513,0,0,0
,,,128671,449558,0,0,0
,,,128672,449394,0,0,0
,,,128673,421382,0,0,0
,,,128674,421382,0,0,0
,,,128675,421382,0,0,0
,,,128676,389623,0,0,0
,,,128677,449706,0,0,0
,,,128678,449703,0,0,0
,,,128679,451234,0,0,0
,,,128680,451308,0,0,0
,,,128681,450138,0,0,0
,,,128682,451569,0,0,0
,,,128683,451018,0,0,0
,,,128696,450870,0,0,0
,,,128697,450356,0,0,0
,,,128698,383197,0,0,0
,,,128699,450965,0,0,0
,,,128703,451043,0,0,0
,,,128704,451029,0,0,0
,,,128705,449349,0,0,0
,,,128706,451211,0,0,0
,,,128707,450378,0,0,0
,,,128708,451530,0,0,0
,,,128709,450381,0,0,0
,,"[NYI] Further improve your connection with Duskweave, decreasing how quickly you exhaust the magic used to craft Duskweave Bolts.",128762,0,0,0,0
,,製作暮織布匹時獲得+$ev1點$en1。,128763,0,0,0,0
,,製作暮織布匹時獲得+$ev1點$en1並學會製作$@spellname446935。,128764,446935,0,0,0
,,製作暮織布匹時獲得+$ev1點$en1。,128765,0,0,0,0
,,"[NYI] Further improve your connection with Duskweave, decreasing how quickly you exhaust the magic used to craft Duskweave Bolts.",128766,0,0,0,0
暮織,,精通製造暮織布匹的技術，在此專精中每投入1點，獲得+$ev1點$en1。,128767,0,4549277,0,0
,,學習製作$@spellname446933。,128768,446933,0,0,0
,,製作和使用暮織時，獲得+$ev1點$en1和+$ev2點$en1。,128769,0,0,0,0
,,製作和使用暮織時，獲得+$ev1點$en1和+$ev2點$en1。,128770,0,0,0,0
,,學習一項你所選擇的次要專精。,128771,0,0,0,0
,,學習製作$@spellname446932。,128772,446932,0,0,0
,,製作和使用暮織時，獲得+$ev1點$en1。,128773,0,0,0,0
,,學習製作$@spellname376556。,128774,446927,0,0,0
暮織裁縫,,在你的裁縫中解開灌注了聖光黎明的絲線，在此專精中每投入1點，製造和使用暮織時，獲得+$ev1點+$en1製造技能。,128775,0,4549274,0,0
,,"[NYI] Further improve your connection with Dawnweave, decreasing how quickly you exhaust the magic used to craft Dawnweave Bolts.",128776,0,0,0,0
,,製作晨織布匹時獲得+$ev1點$en1。,128777,0,0,0,0
,,製作晨織布匹時獲得+$ev1點$en1並學會製作$@spellname446934。,128778,446934,0,0,0
,,製作晨織布匹時獲得+$ev1點$en1。,128779,0,0,0,0
,,"[NYI] Further improve your connection with Dawnweave, decreasing how quickly you exhaust the magic used to craft Dawnweave Bolts.",128780,0,0,0,0
晨織,,精通製造晨織布匹的技術，在此專精中每投入1點，獲得+$ev1點$en1。,128781,0,4549266,0,0
,,學習製作$@spellname446931。,128782,446931,0,0,0
,,製作和使用晨織時，獲得+$ev1點$en1和+$ev2點$en2。,128783,0,0,0,0
,,製作和使用晨織時，獲得+$ev1點$en1和+$ev2點$en2。,128784,0,0,0,0
,,學習一項你所選擇的次要專精。,128785,0,0,0,0
,,學習製作$@spellname446930。,128786,446930,0,0,0
,,製作和使用晨織時，獲得+$ev1點$en1。,128787,0,0,0,0
,,了解在卡茲阿爾加一帶從人形生物身上回收晨織碎布的方法，並學會製作$@spellname446928。,128788,446928,0,0,0
晨織裁縫,,在你的裁縫中解開灌注了聖光黎明的絲線，在此專精中每投入1點，製造和使用晨織時，獲得+$ev1點+$en1製造技能。,128789,0,4549249,0,0
,,學習最後一項次要專精。,128790,0,0,0,0
,,在使用晨織或暮織製作物品時，獲得+$ev1點$en1及+ev2點$en2。,128791,0,0,0,0
,,學習製作$@spellname446981。,128792,446981,0,0,0
,,在使用晨織或暮織製作物品時，獲得+$ev1點$en1及+ev2點$en2。,128793,0,0,0,0
,,學習製作$@spellname446980。,128794,446980,0,0,0
,,在使用晨織或暮織製作物品時，獲得+$ev1點$en1及+ev2點$en2。,128795,0,0,0,0
,,學習一項你所選擇的次要專精。,128796,0,0,0,0
從晨曦到日暮,,利用卡茲阿爾加一帶灌注在絲線中的能量來製作強大的布甲裝備與施法材料，在此專精中每投入1點，獲得+$ev1點$en1。,128797,0,4914680,0,0
暮織,,,128798,0,5931422,0,0
暮織裁縫,,,128799,0,5931428,0,0
晨織,,,128800,0,5931421,0,0
晨織裁縫,,,128801,0,5931426,0,0
從晨曦到日暮,,精通卡茲阿爾加一帶灌注在絲線中的能量，來製作強大的布甲裝備與施法材料。,128802,0,4914680,0,0
,,"[NYI] Further improve your connection with Duskweave, decreasing how quickly you exhaust the magic used to craft Duskweave Bolts.",128803,0,0,0,0
,,製作暮織布匹時獲得+$ev1點$en1。,128804,0,0,0,0
,,製作暮織布匹時獲得+$ev1點$en1並學會製作$@spellname446935。,128805,446935,0,0,0
,,製作暮織布匹時獲得+$ev1點$en1。,128806,0,0,0,0
,,"[NYI] Further improve your connection with Duskweave, decreasing how quickly you exhaust the magic used to craft Duskweave Bolts.",128807,0,0,0,0
暮織,,精通製造暮織布匹的技術，在此專精中每投入1點，獲得+$ev1點$en1。,128808,0,4549277,0,0
,,學習製作$@spellname446933。,128809,446933,0,0,0
,,製作和使用暮織時，獲得+$ev1點$en1和+$ev2點$en1。,128810,0,0,0,0
,,製作和使用暮織時，獲得+$ev1點$en1和+$ev2點$en1。,128811,0,0,0,0
,,學習一項你所選擇的次要專精。,128812,0,0,0,0
,,學習製作$@spellname446932。,128813,446932,0,0,0
,,製作和使用暮織時，獲得+$ev1點$en1。,128814,0,0,0,0
,,學習製作$@spellname376556。,128815,446927,0,0,0
暮織裁縫,,在你的裁縫中解開灌注了聖光黎明的絲線，在此專精中每投入1點，製造和使用暮織時，獲得+$ev1點+$en1製造技能。,128816,0,4549274,0,0
,,"[NYI] Further improve your connection with Dawnweave, decreasing how quickly you exhaust the magic used to craft Dawnweave Bolts.",128817,0,0,0,0
,,製作晨織布匹時獲得+$ev1點$en1。,128818,0,0,0,0
,,製作晨織布匹時獲得+$ev1點$en1並學會製作$@spellname446934。,128819,446934,0,0,0
,,製作晨織布匹時獲得+$ev1點$en1。,128820,0,0,0,0
,,"[NYI] Further improve your connection with Dawnweave, decreasing how quickly you exhaust the magic used to craft Dawnweave Bolts.",128821,0,0,0,0
晨織,,精通製造晨織布匹的技術，在此專精中每投入1點，獲得+$ev1點$en1。,128822,0,4549266,0,0
,,學習製作$@spellname446931。,128823,446931,0,0,0
,,製作和使用晨織時，獲得+$ev1點$en1和+$ev2點$en2。,128824,0,0,0,0
,,製作和使用晨織時，獲得+$ev1點$en1和+$ev2點$en2。,128825,0,0,0,0
,,學習一項你所選擇的次要專精。,128826,0,0,0,0
,,學習製作$@spellname446930。,128827,446930,0,0,0
,,製作和使用晨織時，獲得+$ev1點$en1。,128828,0,0,0,0
,,了解在卡茲阿爾加一帶從人形生物身上回收晨織碎布的方法，並學會製作$@spellname446928。,128829,446928,0,0,0
晨織裁縫,,在你的裁縫中解開灌注了聖光黎明的絲線，在此專精中每投入1點，製造和使用晨織時，獲得+$ev1點+$en1製造技能。,128830,0,4549249,0,0
,,學習最後一項次要專精。,128831,0,0,0,0
,,在使用晨織或暮織製作物品時，獲得+$ev1點$en1及+ev2點$en2。,128832,0,0,0,0
,,學習製作$@spellname446981。,128833,446981,0,0,0
,,在使用晨織或暮織製作物品時，獲得+$ev1點$en1及+ev2點$en2。,128834,0,0,0,0
,,學習製作$@spellname446980。,128835,446980,0,0,0
,,在使用晨織或暮織製作物品時，獲得+$ev1點$en1及+ev2點$en2。,128836,0,0,0,0
,,學習一項你所選擇的次要專精。,128837,0,0,0,0
從晨曦到日暮,,利用卡茲阿爾加一帶灌注在絲線中的能量來製作強大的布甲裝備與施法材料，在此專精中每投入1點，獲得+$ev1點$en1。,128838,0,4914680,0,0
暮織,,,128839,0,4549277,0,0
暮織裁縫,,,128840,0,4549274,0,0
晨織,,,128841,0,4549266,0,0
晨織裁縫,,,128842,0,4549249,0,0
從晨曦到日暮,,精通卡茲阿爾加一帶灌注在絲線中的能量，來製作強大的布甲裝備與施法材料。,128843,0,4914680,0,0
,,,128844,452363,0,0,0
,,,128845,459494,0,0,0
,,,128846,452363,0,0,0
,,,128847,452413,0,0,0
,,,128848,452407,0,0,0
,,,128849,452404,0,0,0
,,學習為腰部護甲加上繡線最後加工材料。,128850,0,0,0,0
,,製作布甲腰部護甲時，獲得+$ev1點$en1。,128851,0,0,0,0
,,製作布甲腰部護甲時，獲得+$ev1點$en1。,128852,0,0,0,0
,,製作布甲腰部護甲時，獲得+$ev1點$en1。,128853,0,0,0,0
,,學習製作$@spellname446939。,128854,446939,0,0,0
腰帶,,專精於縫製腰部布甲，在此專精中每投入1點，獲得+$ev1點$en1。,128855,0,5660121,0,0
,,學習為腕部護甲加上繡線最後加工材料。,128856,0,0,0,0
,,製作布甲腕部護甲時，獲得+$ev1點$en1。,128857,0,0,0,0
,,製作布甲腕部護甲時，獲得+$ev1點$en1。,128858,0,0,0,0
,,製作布甲腕部護甲時，獲得+$ev1點$en1。,128859,0,0,0,0
,,學習製作$@spellname446938。,128860,446938,0,0,0
臂環,,專精於縫製腕部布甲，在此專精中每投入1點，獲得+$ev1點$en1。,128861,0,5660124,0,0
,,學習為肩部護甲加上繡線最後加工材料。,128862,0,0,0,0
,,製作布甲肩部護甲時，獲得+$ev1點$en1。,128863,0,0,0,0
,,製作布甲肩部護甲時，獲得+$ev1點$en1。,128864,0,0,0,0
,,製作布甲肩部護甲時，獲得+$ev1點$en1。,128865,0,0,0,0
,,學習製作$@spellname446944。,128866,446944,0,0,0
披肩,,專精於縫製肩部布甲，在此專精中每投入1點，獲得+$ev1點$en1。,128867,0,5660119,0,0
,,學習最後一項次要專精，製作腰部、肩部及腕部護甲時，獲得+$ev1點$en1。,128868,0,0,0,0
,,製作腰部、肩部及腕部護甲時，獲得+$ev1點$en1及$ev1點$en2。,128869,0,0,0,0
,,製作腰部、肩部及腕部護甲時，獲得+$ev1點$en1及$ev1點$en2。,128870,0,0,0,0
,,學習一項你所選擇的次要專精，製作腰部、肩部及腕部護甲時，獲得+$ev1點$en1。,128871,0,0,0,0
,,製作腰部、肩部及腕部護甲時，獲得+$ev1點$en1及$ev1點$en2。,128872,0,0,0,0
手套,,專精於縫製手部布甲，在此專精中每投入1點，獲得+$ev1點$en1。,128873,0,5660123,0,0
,,學習一項你所選擇的次要專精，製作腰部、肩部及腕部護甲時，獲得+$ev1點$en1。,128874,0,0,0,0
,,製作手部、腳部、頭部及背部護甲時，+$ev1點$en1。|n|n- 製作手部、腳部、頭部及背部物甲時，+$ev1點$en2。,128875,0,0,0,0
,,學習為腿部護甲加上繡線最後加工材料。,128876,0,0,0,0
,,製作布甲腿部護甲時，獲得+$ev1點$en1。,128877,0,0,0,0
,,製作布甲腿部護甲時，獲得+$ev1點$en1。,128878,0,0,0,0
,,製作布甲腿部護甲時，獲得+$ev1點$en1。,128879,0,0,0,0
,,學習製作$@spellname446943。,128880,446943,0,0,0
護腿,,專精於縫製腿部布甲，在此專精中每投入1點，獲得$ev1點$en1。,128881,0,4624565,0,0
,,學習為胸部護甲加上繡線最後加工材料。,128882,0,0,0,0
,,製作布甲胸部護甲時，獲得+$ev1點$en1。,128883,0,0,0,0
,,製作布甲胸部護甲時，獲得+$ev1點$en1。,128884,0,0,0,0
,,製作布甲胸部護甲時，獲得+$ev1點$en1。,128885,0,0,0,0
,,學習製作$@spellname446942。,128886,446942,0,0,0
長袍,,專精於縫製胸部布甲，在此專精中每投入1點，獲得$ev1點$en1。,128887,0,5660118,0,0
,,製作胸部及腿部護甲時，獲得+$ev1點$en1。,128888,0,0,0,0
,,製作胸部及腿部護甲時，獲得+$ev1點$en1和+$ev2點$en2。,128889,0,0,0,0
,,製作胸部及腿部護甲時，獲得+$ev1點$en1和+$ev2點$en2。,128890,0,0,0,0
,,製作胸部及腿部護甲時，獲得+$ev1點$en1和+$ev2點$en2。,128891,0,0,0,0
,,製作胸部及腿部護甲時，獲得+$ev1點$en1。,128892,0,0,0,0
臂環,,專精於縫製腕部布甲，在此專精中每投入1點，獲得+$ev1點$en1。,128893,0,5660120,0,0
,,學習一項你所選擇的次要專精，以及學習使用額外材料，在製作多數胸部和腿部護甲時，指定其次要屬性。,128894,0,0,0,0
,,製作布甲肩部護甲時，+$ev1點$en1。,128895,0,0,0,0
,,學習最後一項次要專精。|n|n製作布甲時，獲得+$ev1點$en1及+$ev2點$en2。,128896,0,0,0,0
,,製作布甲時，獲得+$ev1點$en1。,128897,0,0,0,0
,,製作布甲時，獲得+$ev1點$en1。,128898,0,0,0,0
披肩,,專精於縫製肩部布甲，在此專精中每投入1點，獲得+$ev1點$en1。,128899,0,5660127,0,0
,,製作布甲時，獲得+$ev1點$en1。,128900,0,0,0,0
,,學習一項你所選擇的次要專精，製作布甲時，獲得+$ev1點$en1。,128901,0,0,0,0
,,學習使用額外材料，在製作大多數布甲時，提高物品等級。,128902,0,0,0,0
,,- 學習一項你所選擇的次要專精。|n|n- 製作腰部、肩部及腕部護甲時，+$ev1點$en1。,128903,0,0,0,0
,,學習為披風加上繡線最後加工材料。,128904,0,0,0,0
,,製作布甲背部護甲時，獲得+$ev1點$en1。,128905,0,0,0,0
,,製作布甲背部護甲時，獲得+$ev1點$en1。,128906,0,0,0,0
發表論述,,縫製手部、腳部、頭部、背部護甲等服裝的裝飾時獲得強化。在此專精中每投入1點，獲得+$ev1點$en1。,128907,0,4624560,0,0
,,學習製作$@spellname446940。,128908,446940,0,0,0
,,製作布甲腿部護甲時，+$ev1點$en1。,128909,0,0,0,0
,,學習為頭部護甲加上繡線最後加工材料。,128910,0,0,0,0
,,製作布甲頭部護甲時，獲得+$ev1點$en1。,128911,0,0,0,0
,,製作布甲頭部護甲時，獲得+$ev1點$en1。,128912,0,0,0,0
護腿,,,128913,0,5660125,0,0
,,學習製作$@spellname446941。,128914,446941,0,0,0
,,製作布甲胸部護甲時，+$ev1點$en1。,128915,0,0,0,0
,,學習為腳部護甲加上繡線最後加工材料。,128916,0,0,0,0
,,製作布甲腳部護甲時，獲得+$ev1點$en1。,128917,0,0,0,0
,,製作布甲腳部護甲時，獲得+$ev1點$en1。,128918,0,0,0,0
長袍,,,128919,0,5660122,0,0
,,學習製作$@spellname446937。,128920,446937,0,0,0
,,製作胸部及腿部護甲時，+$ev1點$en1。,128921,0,0,0,0
,,學習為手部護甲加上繡線最後加工材料。,128922,0,0,0,0
,,製作布甲手部護甲時，獲得+$ev1點$en1。,128923,0,0,0,0
,,製作布甲手部護甲時，獲得+$ev1點$en1。,128924,0,0,0,0
,,製作布甲手部護甲時，獲得+$ev1點$en1。,128925,0,0,0,0
,,學習製作$@spellname446945。,128926,446945,0,0,0
手套,,專精於縫製手部布甲，在此專精中每投入1點，獲得+$ev1點$en1。,128927,0,5660122,0,0
,,學習最後一項你自選的次要專精，製作手部、腳部、頭部及背部護甲時，獲得+$ev1點$en1。,128928,0,0,0,0
,,製作手部、腳部、頭部及背部護甲時，獲得+$ev1點$en1。,128929,0,0,0,0
,,學習一項你自選的次要專精，製作手部、腳部、頭部及背部護甲時，獲得+$ev1點$en1。,128930,0,0,0,0
,,製作手部、腳部、頭部及背部護甲時，獲得+$ev1點$en1。,128931,0,0,0,0
,,學習一項你自選的次要專精，製作手部、腳部、頭部及背部護甲時，獲得+$ev1點$en1。,128932,0,0,0,0
,,製作手部、腳部、頭部及背部護甲時，獲得+$ev1點$en1。,128933,0,0,0,0
,,學習一項你自選的次要專精，製作手部、腳部、頭部及背部護甲時，獲得+$ev1點$en1。,128934,0,0,0,0
手套,,專精於縫製手部布甲，在此專精中每投入1點，獲得+$ev1點$en1。,128935,0,5660122,0,0
腰帶,,,128936,0,5660121,0,0
臂環,,,128937,0,5660124,0,0
披肩,,,128938,0,5660119,0,0
發表論述,,,128939,0,5660123,0,0
護腿,,,128940,0,4624565,0,0
長袍,,,128941,0,5660118,0,0
配重服飾,,,128942,0,5660120,0,0
披風,,,128943,0,5660127,0,0
帽子,,,128944,0,4624560,0,0
鞋子,,,128945,0,5660125,0,0
手套,,,128946,0,5660122,0,0
風化磨損,,,128947,0,4624566,0,0
效忠之線,,專精於製造各式各樣的設備，對你在卡茲阿爾加的冒險不可或缺。,128948,0,4624558,0,0
,,學習為腰部護甲加上繡線最後加工材料。,128949,0,0,0,0
,,製作布甲腰部護甲時，+$ev1點$en1。,128950,0,0,0,0
,,製作布甲腰部護甲時，+$ev1點$en1。,128951,0,0,0,0
,,製作布甲腰部護甲時，+$ev1點$en1。,128952,0,0,0,0
,,學習製作$@spellname376510。,128953,446939,0,0,0
腰帶,,專精於縫製腰部布甲，在此專精中每投入1點，獲得+$ev1點$en1。,128954,0,5660118,0,0
,,學習為腕部護甲加上繡線最後加工材料。,128955,0,0,0,0
,,製作布甲腕部護甲時，+$ev1點$en1。,128956,0,0,0,0
,,製作布甲腕部護甲時，+$ev1點$en1。,128957,0,0,0,0
,,製作布甲腕部護甲時，+$ev1點$en1。,128958,0,0,0,0
,,學習製作$@spellname376510。,128959,446938,0,0,0
臂環,,專精於縫製腕部布甲，在此專精中每投入1點，獲得+$ev1點$en1。,128960,0,5660120,0,0
,,學習為肩部護甲加上繡線最後加工材料。,128961,0,0,0,0
,,製作布甲肩部護甲時，+$ev1點$en1。,128962,0,0,0,0
,,製作布甲肩部護甲時，+$ev1點$en1。,128963,0,0,0,0
,,製作布甲肩部護甲時，+$ev1點$en1。,128964,0,0,0,0
,,學習製作$@spellname376510。,128965,446944,0,0,0
披肩,,專精於縫製肩部布甲，在此專精中每投入1點，獲得+$ev1點$en1。,128966,0,5660127,0,0
,,- 學習最後一項次要專精。|n|n- 製作腰部、肩部及腕部護甲時，+$ev1點$en1。,128967,0,0,0,0
,,製作腰部、肩部及腕部護甲時，+$ev1點$en1。|n|n- 製作腰部、肩部及腕部護甲時，+$ev1點$en2。,128968,0,0,0,0
,,製作腰部、肩部及腕部護甲時，+$ev1點$en1。|n|n- 製作腰部、肩部及腕部護甲時，+$ev1點$en2。,128969,0,0,0,0
,,- 學習一項你所選擇的次要專精。|n|n- 製作腰部、肩部及腕部護甲時，+$ev1點$en1。,128970,0,0,0,0
,,製作腰部、肩部及腕部護甲時，+$ev1點$en1。|n|n- 製作腰部、肩部及腕部護甲時，+$ev1點$en2。,128971,0,0,0,0
手套,,專精於縫製手部布甲，在此專精中每投入1點，獲得+$ev1點$en1。,128972,0,5660123,0,0
,,- 學習一項你所選擇的次要專精。|n|n- 製作腰部、肩部及腕部護甲時，+$ev1點$en1。,128973,0,0,0,0
,,製作手部、腳部、頭部及背部護甲時，+$ev1點$en1。|n|n- 製作手部、腳部、頭部及背部物甲時，+$ev1點$en2。,128974,0,0,0,0
,,學習為腿部護甲加上繡線最後加工材料。,128975,0,0,0,0
,,製作布甲腿部護甲時，+$ev1點$en1。,128976,0,0,0,0
,,製作布甲腿部護甲時，+$ev1點$en1。,128977,0,0,0,0
,,製作布甲腿部護甲時，+$ev1點$en1。,128978,0,0,0,0
,,學習製作$@spellname376510。,128979,446943,0,0,0
護腿,,,128980,0,5660125,0,0
,,學習為胸部護甲加上繡線最後加工材料。,128981,0,0,0,0
,,製作布甲胸部護甲時，+$ev1點$en1。,128982,0,0,0,0
,,製作布甲胸部護甲時，+$ev1點$en1。,128983,0,0,0,0
,,製作布甲胸部護甲時，+$ev1點$en1。,128984,0,0,0,0
,,學習製作$@spellname376510。,128985,446942,0,0,0
長袍,,,128986,0,5660122,0,0
,,,128987,0,0,0,0
,,製作胸部及腿部護甲時，+$ev1點$en1。,128988,0,0,0,0
,,製作胸部及腿部護甲時，+$ev1點$en1。,128989,0,0,0,0
,,製作胸部及腿部護甲時，+$ev1點$en1。,128990,0,0,0,0
