ActivityName_lang,Description_lang,ID,CriteriaTreeID,ThresholdContributionAmount,Supersedes,Priority
週年慶：完成5個艾澤拉斯秘聞,在{EventStartDate}-{EventEndDate}期間，完成艾澤拉斯秘聞。,720,168785,80,719,0
週年慶：在溜冰場四處溜冰,在週年慶事件期間，在塔納利斯節慶場地的溜冰場四處溜冰。,721,168792,10,0,0
週年慶：享用一些經典食物,在週年慶事件期間，食用李洛伊的辣朋友炸雞和提古勒的草莓冰淇淋。,722,168796,10,0,0
週年慶：變更大頭貼機背景,在週年慶事件期間，在塔納利斯節慶場地變更大頭貼機的背景。,723,168799,10,0,0
週年慶：在景點使用道具,在週年慶事件期間，在一個景點使用道具箱的道具。,724,168801,10,0,0
週年慶：獲得新頭銜,在週年慶事件期間，在塔納利斯節慶場地從公證員葛拉布萊那裡獲得新頭銜。,725,168803,10,0,0
週年慶：幫寵物照鏡子,在週年慶事件期間，在塔納利斯節慶場地使用佩特拉的寵物鏡子。,726,168807,25,0,0
週年慶：穿上服裝,在週年慶事件期間，在塔納利斯節慶場地尋找並使用一把仿製武器。,727,168809,25,0,0
週年慶：搭乘氣球,在週年慶事件期間，在塔納利斯節慶場地周圍搭乘氣球。,728,168811,10,0,0
週年慶：完成一場爐石戰記對戰,在週年慶事件期間，在塔納利斯節慶場地完成一場爐石戰記對戰。,729,168813,25,0,0
週年慶：對歌蘇夫人使用「/感謝」,在週年慶事件期間，在塔納利斯節慶場地對歌蘇夫人使用表情指令「/感謝」。,730,168815,10,0,0
週年慶：在時尚狂亂中得到1張票,在塔納利斯節慶場地的時尚狂亂事件中得到投票。,731,169029,10,0,0
週年慶：在時尚狂亂中得到10張票,在塔納利斯節慶場地的時尚狂亂事件中得到投票。,732,169031,40,731,0
週年慶：搭乘所有氣球,在週年慶事件期間，在塔納利斯節慶場地周圍搭乘每種顏色的氣球30秒。,733,169033,40,0,0
週年慶：享用一些新食物,在週年慶事件期間，食用一些新食物。,734,169156,20,0,0
週年慶：以寵物的形態探索區域,在週年慶事件期間，在塔納利斯節慶場地使用佩特拉的寵物鏡子並與附近的物件互動。,735,169164,40,0,0
週年慶：對特定的訪客使用「/揮手」,在週年慶事件期間，在塔納利斯節慶場地對特定的訪客使用表情指令「/揮手」。,736,169172,25,0,0
週年慶：在多恩諾加使用20週年慶氣球箱子,在塔納利斯慶典區域向卡爾‧古德阿購買20週年慶氣球箱子玩具。,737,169191,20,0,0
東部王國杯：完成5條飛龍騎術賽道,在{EventStartDate}-{EventEndDate}期間，與北裂境的青銅時空守衛者交談。,738,169731,100,0,0
東部王國杯：完成10條飛龍騎術賽道,在{EventStartDate}-{EventEndDate}期間，與北裂境的青銅時空守衛者交談。,739,169733,150,738,0
東部王國杯：完成20條飛龍騎術賽道,在{EventStartDate}-{EventEndDate}期間，與北裂境的青銅時空守衛者交談。,740,169735,200,739,0
冬幕節：踹飛6隻生物,在{EventStartDate}-{EventEndDate}期間，踹飛來自踹踹之盒的生物。,741,170359,150,0,0
冬幕節：從冬幕節拉炮贏取戰利品,在{EventStartDate}-{EventEndDate}期間，從冬幕節拉炮贏取戰利品。,742,170361,150,0,0
冬幕節：以不祥的禮物贏得一場寵物對戰,在{EventStartDate}-{EventEndDate}期間，以不祥的禮物贏得一場寵物對戰。,743,170363,100,0,0
冬幕節：以格蘭奇贏得一場寵物對戰,在{EventStartDate}-{EventEndDate}期間：以格蘭奇贏得一場寵物對戰。,744,170365,100,0,0
完成馭天者競速世界任務,,745,170616,50,0,0
完成「不散暗影」故事線,在多恩諾加與艾蘭里亞‧風行者談話，開啟「不散暗影」故事線。然後完成下列任務：,746,170620,100,0,0
擊敗海妖島上的首領,,747,170634,100,0,0
在海妖島上擊敗1個精英或稀有怪物,,748,170638,50,0,0
在海妖島上擊敗5個精英或稀有怪物,,749,170640,100,748,0
資助沉溺巢穴挖掘行動,資助海妖島指揮圖上的沉溺巢穴挖掘行動。,750,170642,50,0,0
為排水之地挖掘行動做出貢獻,資助海妖島指揮圖上的排水之地挖掘行動。,751,170646,50,0,0
資助震顫窪地挖掘行動,資助海妖島指揮圖上的震顫窪地挖掘行動。,752,170648,50,0,0
開啟1個符文風暴儲藏箱,開啟在海妖島各地發現的符文風暴儲藏箱。,753,170660,30,0,0
開啟5個符文風暴儲藏箱,開啟在海妖島各地發現的符文風暴儲藏箱。,754,170664,70,753,0
強襲風暴：搜刮2個箱子,在強襲風暴事件中搜刮箱子。|n|n使用搜尋團隊中的PvP下拉式選單，或是從角色選擇畫面來加入強襲風暴佇列。,755,205752,40,0,0
強襲風暴：搜刮10個箱子,在強襲風暴事件中搜刮箱子。|n|n使用搜尋團隊中的PvP下拉式選單，或是從角色選擇畫面來加入強襲風暴佇列。,756,205754,40,755,0
強襲風暴：擊殺憎惡碎片,在強襲風暴事件中擊殺憎惡碎片。|n|n使用搜尋團隊中的PvP下拉式選單，或是從角色選擇畫面來加入強襲風暴佇列。,757,205779,20,0,0
強襲風暴：擊殺10個敵人,在強襲風暴事件中擊殺敵方生物或玩家。|n|n使用搜尋團隊中的PvP下拉式選單，或是從角色選擇畫面來加入強襲風暴佇列。,758,205781,50,0,0
強襲風暴：擊殺20個敵人,在強襲風暴事件中擊殺敵方生物或玩家。|n|n使用搜尋團隊中的PvP下拉式選單，或是從角色選擇畫面來加入強襲風暴佇列。,759,205784,50,758,0
強襲風暴：擊殺40個敵人,在強襲風暴事件中擊殺敵方生物或玩家。|n|n使用搜尋團隊中的PvP下拉式選單，或是從角色選擇畫面來加入強襲風暴佇列。,760,205787,50,759,0
釣起5隻「金」魚,在幽坑城釣起「金」魚。,761,206801,30,0,0
釣起15隻「金」魚,在幽坑城釣起「金」魚。,762,206803,30,761,0
捕獲一隻精良或優秀品級戰寵,在幽坑城捕獲一隻精良或優秀品級戰寵。,763,206805,100,0,0
運送和搬運：完成10件工作,在幽坑城完成塔魯菈奶奶交代的工作。,764,206807,20,0,0
運送和搬運：完成25件工作,在幽坑城完成塔魯菈奶奶交代的工作。,765,206809,40,764,0
運送和搬運：完成50件工作,在幽坑城完成塔魯菈奶奶交代的工作。,766,206811,40,765,0
運送和搬運：在幽坑城周遭飄移,在幽坑城透過飄移再次獲得推進計量。,767,206813,30,0,0
運送和搬運：在幽坑城周遭進行更多飄移,在幽坑城透過飄移再次獲得推進計量。,768,206815,30,767,0
運送和搬運：25次加速,在幽坑城周遭競賽時，進行加速。,769,206817,30,0,0
運送和搬運：100次加速,在幽坑城周遭競賽時，進行加速。,770,206819,30,769,0
在幽坑城中擊敗2個精英或稀有怪物,,771,206827,30,0,0
在幽坑城中擊敗6個精英或稀有怪物,,772,206829,30,771,0
運送和搬運：在屋舍嶺周遭飄移,在幽坑城的屋舍嶺中透過飄移再次獲得推進計量。,773,206831,30,0,0
運送和搬運：在爆鬥場周遭飄移,在幽坑城的爆鬥場透過飄移再次獲得推進計量。,774,206833,30,0,0
運送和搬運：在翡翠山丘高爾夫球場加速,在幽坑城的翡翠山丘高爾夫球場周遭競賽時，進行加速。,775,206835,30,0,0
運送和搬運：在垃圾場加速,在幽坑城的垃圾場周遭競賽時，進行加速。,776,206837,30,0,0
運送和搬運：收集卡迦罐子,在幽坑城中競賽時收集卡迦罐子。,777,206839,20,0,0
在幽坑城踢罐子,在幽坑城踢棄置的罐子,778,206847,30,0,0
在幽坑城放煙火,使用在幽坑城各處找到的煙火束來放煙火。,779,206858,30,0,0
在劫掠派對中使用「/跳舞」表情指令,在幽坑城的劫掠派對中使用「/跳舞」表情指令。,780,206862,20,0,0
在加樂宮中使用「/祝好運」表情指令,在幽坑城的加樂宮中使用「/祝好運」表情指令。,781,206864,20,0,0
時尚大考驗：在最高等級下完成一次競賽,在{EventStartDate}-{EventEndDate}期間，在最高等級下完成一次時尚大考驗事件。,782,206882,75,0,0
貴族花園：在最高等級下收集明亮的彩蛋,在{EventStartDate}-{EventEndDate}期間，在最高等級下收集明亮的彩蛋,783,206884,50,0,0
